,content,city,date,id,n_repost,n_comment,n_like,influency
12660,"#广府味幸福年# 
这届年轻人在玩一种很新的年味 
解锁「广府庙会」花式玩法
“庙”不可言 “会”味无穷
怎么玩！看这里！
#广州的人间烟火味##广式生活##广州[地点]# http://t.cn/A6YlyHSy ​​",广州市,2024-02-26,晨侑慢伴拍,40,112,0.0,152.0
24604,"八卦来了，吃瓜🍉🍉🍉

我侄女，家里很有钱那个堂哥的女儿，sz别墅就有3套，保守估计身家过亿。

她留学谈了个男朋友，说他会做家务体贴，能提供情绪价值。

出去吃饭都是她买单，她自己做兼职收入不错，一开始还照顾他自尊心偷偷买单，后来发现他从来不主动买，十次不买一次……

男孩家东北的，听说谈了这么个对象，打视频每个人把她看个遍，他妈妈叫她宝贝闺女，让她一满法定年纪就领结婚证。

然后好笑的来了，男孩来广东找她玩，来程机票我堂嫂买的公务舱，说不好意思女儿坐公务舱让男孩坐经济舱。他家里一共给了4000块，去掉回程机票，还剩1500，让他在深圳玩7天……就指望女孩花钱

男孩解释说，家里的钱投资了，剩下的4000都带来了！

我们都：钓鱼你们甚至不舍得放饵料！

她说太下头了，回去就分，而且平时特别粘人

我：因为怕你跑了……

她说只想恋爱不想结婚，在韩国读书，女子大学，学姐们都告诫学妹：不要结婚！不要生孩子！

在学校见到的标语：“梨花主宰世界”
“你不用评论我的外表，因为我不是你末来的妻子，而是你未来的老板。〞

——以上来源网友分享—— <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州",广州市,2024-02-28,mu龄子,0,130,0.0,130.0
27307,"#和邓为一同开启生日盲盒#🎂#邓为仙台有树# 

咖啡店生日应援圆满结束了❤️
收到了第一份生日打包返图。感动还在延续。
线下的快乐真的非常难得🌹慢慢整理出来。
为为。一年一岁。我们都在🎂💎

#邓为0226生日快乐# 🎂#邓待花开为你而来深圳联谊#💎 #为所有闻# 
@邓为D ​​",广州市,2024-02-29,夏侯乐儿Yu,1,124,0.0,125.0
3294,刚刚，广东省委、省政府在深圳召开全省高质量发展大会，现在省委书记、广州市委书记、深圳市委书记已经发表了重要讲话，其它城市的书记还在讲话中。。。 ​​,广州市,2024-02-18,余英,38,86,0.0,124.0
14503,脾胃虚突然就理解花椒泡脚的威力了.... ​​,广州市,2024-02-27,Alina美妆日记,116,0,0.0,116.0
10811,#周深[超话]#[心]#周深唱万物温柔相依好治愈# [心]#我过年和周深过年的区别# 啊啊啊啊啊啊啊我这个元宵！！！圆满了！！不可思议！不敢相信！爱你宝贝[赢牛奶][赢牛奶][赢牛奶]@卡布叻_周深 ​​,广州市,2024-02-24,福灵剂拥有者,2,111,0.0,113.0
17727,"#每日一善[超话]#[兔子]#‍每日一善# [兔子]#阳光信用# 

善是一种自然的流露，没有一点造作，没有一点企求，像水一样一往无前地流动，没有一点分别心，取舍心，无私地奉献一切，这样才是善，才是真正的上善若水。 ​​​ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州·合生广场 ​​",广州市,2024-02-27,淇淇果果3k3,0,112,0.0,112.0
3269,"【2024广东省高质量发展大会】2月18日上午9：30，广东省委、省政府在深圳召开全省高质量发展大会。#读懂高质量发展就读懂了新广东##高质量发展广东站C位##开年第一弹智造业强省#
  http://t.cn/A6YXd1Jt ​​",广州市,2024-02-18,N视频,31,79,0.0,110.0
9820,"【聚焦大局大势，四个维度，看懂广东“新春第一会”释放的三个信号】
我们经常说2024年是疫情之后的关键第二年，这一年，在全球的战略上会有个大转折，甚至各自的行业企业上会有一个大分化。在宏观的视野和大的框架下，我们发现，在中国的一些地方和一些省市正在进行的行动，或者已经开的先河，结的果，都非常值得我们汲取，这也是今天视频重点要谈的一个内容👇
#广东召开全省高质量发展大会##新春第一会##v评智库##邱震海[超话]# http://t.cn/A6YKf9nZ",广州市,2024-02-20,邱震海,82,18,0.0,100.0
11219,"#boystory[超话]#  [米奇比心]#书漾[超话]# 

-24.02.024 「極」首唱会巡演 广州
今天太漂亮了

@BOYSTORY_任书漾",广州市,2024-02-24,WithU_任书漾,62,36,0.0,98.0
12291,"#周深[超话]#[哇]#周深献唱热辣滚烫陪伴曲小美满#[哇] #周深康师傅好汤品牌代言人# 
哈哈哈哈哈哈哈哈！！！这是什么奇奇怪怪的表情包[哈哈][哈哈][哈哈]@卡布叻_周深 ​​",广州市,2024-02-25,倒立听周深唱歌的饭桶,1,96,0.0,97.0
20910,"City of angles by 静安路1号

厌世风流酷哥攻✖直球自卑坚韧受/受追攻受宠攻/酸酸甜甜荤素搭配/年上/救赎文/攻不洁

啊啊啊啊啊啊啊啊啊啊啊啊啊啊这篇我喜欢！！受太可爱了太直球了太宠了！！尤其是他平常直球又热烈，但有时的那种自卑脆弱简直要叫人心疼死啊啊啊啊啊！这个攻我觉得超级有魅力啊！就是那种厌世感写的特别好！我特别喜欢！！关键是我的妈呀这个攻在🛏上太有魅力了！我看他们 do 简直要流鼻血了！！就是那种漫不经心却牢牢掌控你的感觉！！啊啊啊啊啊啊啊好香好香车真的好香！！

我之前只听说过公路文，不知道是什么意思，大概就是旅游途中发生的故事吧！！接下来我来给你们讲讲剧情！受从小家庭不太幸福，原生家庭的影响让他担负了太多的压力，被要求表现好学习好工作好，他也养成了那种一板一眼的性子做事格外有规矩，然后他在泰国旅游遇到了攻，攻就是那种虽然你现在在和我说话但你不会在我记忆里留下痕迹的人，对所有事都漠不关心只想享受这个世界！他对受也有点性趣所以一直在撩受，但他从小原生家庭也很惨！被亲生父母被抓，他被送给爸爸的小三养，从小非打即骂被强制去当小偷，那种极端缺爱的情况让他觉得世界上没有什么是永恒的，任何人都是不可以相信的，只有自由永恒，来去自由，所以他不愿意受到任何拘束，所以当他们两个发生关系后受说想和他谈恋爱他一直在拒绝！

但是你们懂吗这个攻我真的是觉得蛮有魅力的，那种极致的无欲无求厌世疏离感真的很撩人，受被拒绝后说他们谈个短暂的恋爱，受以为他回国后就能忘记攻，但事实告诉他并没有，他受够了被拘束的生活，体验过那种自由不羁的生活，被攻带领着领略了很多事情，他也进一步确定他爱攻离不开攻，所以他来到了攻的国家追他！！

真的这个受我真的超级无敌喜欢！他就是那种追人特别直球，被拒绝也不会放弃只会觉得自己做得不好还要再努努力，尤其是攻前期为了打消他追人的念头一直在挑他的刺，他也表现出一副无所谓的样子，他给攻做了 17个蛋糕都被拒绝了，他还会说我继续做，下一个会更好，我追你只是为了想对你好，并不是想追求一个确定的关系，看到攻受伤他第一时间跑过来保护他，说攻让自己受伤了就是在欺负他，我的老天爷怎么这么好！！尤其是后面他醉酒表现出的那种自卑觉得攻永远不会喜欢自己的那种落寞！！我心疼死了啊啊啊啊啊啊啊啊！不过说真的看得我好爽！！！！

攻真的是童年蛮惨的，从小不被爱的他就不敢渴望爱，但是受对他真的是太直球了太坚韧了，他那一层层的刺终于慢慢缩回去愿意给受展示真正的自己，真正的过去，尤其是他前面和后面那种反差我真💪(≧ω≦)！受太宠了看他们两个人来回拉扯攻确定好自己的心意那里我嘴角上扬，尤其是那个梦很震撼我！！还被种草了霸王别姬，今晚我去看看电影！！

最后就是本文的避雷，首先攻之前谈过好几个，所以双洁的姐妹不要碰，其次是这本受真的从头追到尾，攻前期一直在拒绝比较冷漠，所以接受不了的姐妹也不要看（因为我有朋友说这本控太深了她看不了）！反正除去这个我感觉喜欢的姐妹应该会蛮喜欢的",广州市,2024-02-28,羊村里有大灰狼_,11,77,0.0,88.0
13220,"☆*:.˵˃០˂˵.:*☆ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州 ​​",广州市,2024-02-26,Yeeekiiiy_Oo,0,73,0.0,73.0
21124,"#张远[超话]#🐦#张远新歌分享会# 

240228 深圳 新歌分享会

樱如云霞晚钟远，上野浅草孰打点。

@张远Bird",广州市,2024-02-28,AVIATION_张远丨鸿鹄站,31,36,0.0,67.0
18211,"【X级耀斑爆发后7+大地震发作的时间特点】
地热研究所有帖子统计过历史上X耀斑爆发后大地震的发生时间间隔。

应震时间主要分两段：一周内和一个月内，还有20%左右的情况是没有7+。 

当然，我们判断有无大地震的依据可不止大耀斑一个指标。出现大耀斑信号后，我们就应该马上排查全球7+大震历史老震点们的近期异常和震前兆记录。比如：动植物异常、火山爆发、山体滑坡泥石流、异常云相、气压异常、气温异常、电离异常等指标信息。",广州市,2024-02-28,地热研究所狼妈,7,56,0.0,63.0
17961,#陈浩民举家回香港定居#据港媒，陈浩民想回香港住，一是想让孩子不要忘记广东话怎么说，二是陈浩民想回香港拍TVB的戏，住在香港也方便他工作。 ​​,广州市,2024-02-28,剧综学姐,25,35,0.0,60.0
17434,"38的第二站是芙芙

主要是团些我们医美团没有的产品：清痘焕颜面膜➕物理防晒。还有个凑单用的痘痘贴，按需买～

过年去新疆我用的就是芙芙SPF50的物理防晒，虽然冷但是紫外线也很强，没晒黑就是了～
而且搭配滋润的粉底液也没有拔干、搓泥的情况出现，后续跟妆还是足够友好的。

带有轻微润色效果，成膜后呈现的是自然哑光的效果（不是水光肌或者干爽滑溜溜的那种。

而且敏感肌和医美后的姐妹也可以放心用，头一次见直接给我甩特证和报告的，主打的就是一个安全放心，还便宜。

天气渐暖可以准备起来防晒了！！怕麻烦的宝日常通勤选SPF30的就可以，对比之下质地更水润～
平时防晒+散粉就可以快速出门，简单好用！

姨妈痘，换季爆痘的还可以试试它家的焕肤面膜，我闺蜜的倾情推荐[鲜花][鲜花][鲜花]",广州市,2024-02-27,几个花生,3,57,0.0,60.0
30959,"天天催改名结果真的要改名了难受得我想哭😭曜北斗是苏州浴火的火鸟，是刻骨之痛、满臂血痕与额角露出的星星纸的那抹亮蓝。不知道是不是我的心理作用，回看时我总觉得这一场里你笑得比任何一场都多都灿烂，你忍着腰椎骨裂的疼痛完成三个小时的演出的事实至今仍是我在现实这本大书中读过最富有浪漫与神话色彩的章节；曜北斗是首站鲜血滴滴洒落舞台时笑着藏住伤口说的那句“见红会很好”，是2023年的1.2亿音响全面出圈和每一个脚印都有我见证的一路上坡，亲眼看着你被越来越多的人爱的感觉真的太幸福又太美好。

曜北斗也是十年来我第一次长大到可以去线下见你，广州站里我第一次冒着雨搬着小板凳在场外听彩排，在从地铁站出来的最后几级台阶上我听见你的声音眼泪止不住的飙；第一次在体育场接你下班，误打误撞的跟着人群向一个地方跑去，没能看清你的脸但那种从光里走来的宿命感、跟一群陌生却熟络的女孩子们挤在一起时那种几乎让空气都滚烫的盼候至今仍清晰的印刻在我的脑中；武汉站跟朋友和好多好多张杰粉丝一起坐在体育场外的草地上边笑闹边吹着晚风听彩排，等你出来的时候大家打开手机闪光灯合唱唱得我心发颤；长沙站我吊着受伤的手一个人坐车去看演唱会，跟三个张杰粉丝朋友一起睡一起笑又为了同一个MV和同一句话大哭，在凌晨的长沙卡着仪式感的零点买了蛋糕一起吃一起闹；北京站我们四个女孩子在看完演唱会又投屏看完两场演唱会之后的深夜里趴在一张桌子上给张杰写信，因为我们知道我们的信件你会小心的打开逐字阅读。曜北斗你慢点走吧，因为我从十年前就开始等待和期盼有你的那一刻了，曜北斗是我狂热又肆意的幸福着的18岁里最炽烈滚烫的记号。",广州市,2024-02-29,冰镇海盐巧克力,3,57,0.0,60.0
11906,"#周笔畅[超话]#笔在Kelly演唱会Talking Part 翻译来了。

视频链接: http://t.cn/A6YO30Qx",广州市,2024-02-25,用盡我的一切奔向妳,16,39,0.0,55.0
21631,"#文俊辉成为i游深圳旅游推荐官# wjh #文俊辉江苏卫视元宵晚会# 

“每个人都有在别人常规印象外的不同面貌，你不一定会接受它，但它确实存在着，也是它们的存在塑造了你的多元，这就是我想说的独特”                                       ——文俊辉 ​ ​​",广州市,2024-02-28,海贝喝美式,0,47,0.0,47.0
11105,【】吃瓜看到的图，如果有不好的话，麻烦bot帮删一下，请问饭制这么挣💰吗？ ​​,广州市,2024-02-24,剋炮小卡嘀咕嘀咕,3,40,0.0,43.0
12378,"#boystory[超话]# 🐑#书漾[超话]# 
240225 极 广州签售
@BOYSTORY_任书漾",广州市,2024-02-25,谁也别想偷走我的快乐,19,24,0.0,43.0
19524,"@微信公众平台 十年了，你们终于意识到这个问题了啊？
 
（但是对于官媒的影响可以说是微乎其微，因为他扣的帽子是“假冒官方”，换言之那就是只有官方可以这么干……）",广州市,2024-02-28,张戴阳Tillo,19,18,0.0,37.0
12510,#SVT中转周边[超话]# nanatour拼车多带优先 ​​,广州市,2024-02-25,我的真心是蒜蓉做的,0,36,0.0,36.0
12488,"娃哈哈的创始人去世了 
#宗庆后逝世#",广州市,2024-02-25,虎爸周星,1,33,0.0,34.0
4217,多地召开“新春第一会” ​​,广州市,2024-02-18,朝阳吃瓜群众一枚,4,29,0.0,33.0
12322,"#鑫隆[超话]# 🎥 #贺鑫隆 舞台圈粉超能者# 

240225 广州随舞 LOVE119

많은 사람 속에서
순간 너만 보였어

@BOYSTORY_贺鑫隆 http://t.cn/A6YOBMiV ​​",广州市,2024-02-25,0311号放映室丨贺鑫隆,24,9,0.0,33.0
20242,"我从未见过如此明显的地铁盘，感觉这个地铁站就是为了楼盘而建。又或者直接把停车场盖上面板，就能卖房子了[doge] <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州·星樾·山畔",广州市,2024-02-28,老邝教买房,1,32,0.0,33.0
3423,2月18日，广东召开全省高质量发展大会。美的集团董事长兼总裁方洪波表示，美的将继续聚焦核心技术与前沿产业，坚定研发投入，改善人才结构，变革创新体系，夯实竞争优势，推动产业与科技“互促双强”，助力广东成为具有全球影响力的产业科技创新中心。#科技领先##2024广东省高质量发展大会#http://t.cn/A6YapOlO http://t.cn/A6Ya0NAO,广州市,2024-02-18,美的集团,18,13,0.0,31.0
19099,"两亿男主袁铭喆🐮🍺
再次庆贺小酒破两亿[打call][打call]
（一些广东人才懂的仪式感[赢牛奶][赢牛奶][赢牛奶]）",广州市,2024-02-28,风儿好喧嚣1005,0,31,0.0,31.0
11037,各位医护人员们，你们科室发生过什么轰动的事吗？ ​​​,广州市,2024-02-24,美妆囤货喵,18,13,0.0,31.0
12332,#hinskenny[超话]# 喂呀～張軒先生🤣你做咩啊🤔️[汗][春遊家族][春遊家族][春遊家族][舔屏][舔屏][舔屏][心][心][心][doge][doge][doge] ​​,广州市,2024-02-25,热狗是dog,4,25,0.0,29.0
11265,"#超级购物节清单# 煮一壶水，沏泡一壶老普洱生茶，一款比较经典的老普洱茶。

2003年 云南勐海黎明茶厂  250克 ""甲沱""（生沱），这款茶品，当年茶厂的师傅和我说，是用班盆茶料制作的。今天静心品饮好好体会一下。

取干茶10克，220cc朱泥大红袍西施壶（有德堂 作品），景德镇青花瓷壶承（玥珵窑 作品），景德镇釉里红杯子（小然斋 作品）。

95-100度水温沏泡，茶汤色泽明亮透红，呷一口，茶汤入口很稠润、感觉到饱满的花蜜甜，茶香比较明锐，是布朗茶区，班章茶区的茶味道，生津回甘，生津速度很快，比较持久，几杯品饮过后，口腔和齿颊之间，泛着滋润的花蜜甜，微微茶气带着茶香透鼻而来，茶汤水底很甜，甜度很饱满，整体茶汤很稳定，花蜜饱满的老普洱生茶感觉。

嗯、回想起这茶品还是当岁新茶的时候，与老师傅品饮，老师傅的口感体会觉得，这茶的主料是布朗茶山乔木春茶，毫芽很显，新茶时的味道辛辣，这是拼配了""班章""茶或者""班盆""茶的感觉，2003年的时候，班章（班盆）茶料远没有如今的金贵，所以做为一家大型的国营茶企，要做好一款生沱茶品，自然会选用好料拼配（也有说此250克茶品为出口定制）。

经历20年纯自然陈化后，布朗茶料的润甜，班章（班盆）茶料的花蜜香，已经综合的转化为一体，很值得品味的一款老生茶。#普洱茶# http://t.cn/A6IX136p <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州·广州汉堂斋品牌管理有限公司",广州市,2024-02-24,漢堂斎茶室,9,17,0.0,26.0
19325,呜呜呜，宝贝你怎么知道妈妈在番禺啊[苦涩][汪洋海蓝比心] ​​,广州市,2024-02-28,鞠韵祎辰,0,26,0.0,26.0
13445,#黄龄[超话]# 广州站合集2～ ​​,广州市,2024-02-26,参商丨,11,14,0.0,25.0
15872,"怎么突然都在发小鹏X9的后轮转向？
后轮转向有多香难道还用多说吗？谁开谁知道啊！
反正春节我开着这台“巨车”在揭阳、普宁的小巷里钻来钻去，毫无压力。
之前有朋友吐槽我说可以开一台5米3的MPV上下班代步，现在开了一个多月了，确实可以啊[doge]
#CH的小鹏X9用车体验# #MPV挑战上海九层停车场#",广州市,2024-02-27,CH_陈函,2,22,0.0,24.0
12972,"#申元虎[超话]##申元虎0301生日快乐# 
元虎广州生咖 💙💙
来了超级多nee  店内布置也特别好 
大家都给了超级多物料 太喜欢啦💕
辛苦我们的策划劳斯们还有赶来的nee们！！
@wonho0301 ​​",广州市,2024-02-26,芝士辣年糕,1,23,0.0,24.0
24327,"#刘宇宁帝林# | #刘宇宁紫川#  |  #摩登兄弟[超话]# 

宁哥，这次工作，希望你玩得开心，工作拍摄顺利[打call][打call][打call][心][心][心]好开心呐！你过来了广东[看书][看书][看书]
@摩登兄弟刘宇宁 

刘宇宁燕子京、刘宇宁珠帘玉幕、
刘宇宁魏劭、刘宇宁折腰、
刘宇宁卓不凡、刘宇宁天行健、
刘宇宁帝林、刘宇宁紫川

摩登兄弟刘宇宁✨刘宇宁✨lyn✨棚主✨宁哥✨

http://t.cn/A6YfvGc4
http://t.cn/A6WFIleL
http://t.cn/A6YSDQfm",广州市,2024-02-28,2020陈小小,0,22,0.0,22.0
10086,"高质量发展大会里的金词金句
《广东省高质量发展大会》2月18日召开，此次会议出现了很多金词金句。老师给大家分类整理了。
1.谈新质生产力：可以写推进产业科技创新、发展新质生产力是广东的战略之举、长远之策，也必将是一场艰苦的竞速赛、耐力赛、接力赛。
2、谈人才：可以写要真心爱才、悉心育才、倾心引才、精心用才。
3、谈企业技术创新：攻克“卡脖子”技术，锻造“撒手锏”技术，研发更多“根技术”。 
4、谈市场：可以写市场是产业科技创新最重要的孵化器、加速器、放大器。
5、谈科技和体制改革：可以写科技创新和体制创新如车之双轮、鸟之两翼，互为促进、缺一不可。要促进有为政府和有效市场紧密结合，推进“有组织的科研”“有组织的转化”，更好实现从科技强到企业强、产业强、经济强。
6，通用的富有广东特色的表达：岭南处处是春天，一年四季好干活。岭南福地，雨顺风调。只争朝夕抓落实，以奋斗的你我成就奋进的广东！
#省考##广东省考##广东省考[超话]##公务员[超话]##面试##面试[超话]##申论#",广州市,2024-02-20,公考吴越,15,7,0.0,22.0
24911,身体本能反应最真实 ​​,广州市,2024-02-28,种草长草,19,2,0.0,21.0
11301,【2458】友：你们在舞什么 我：貔貅呀 ​​,广州市,2024-02-24,粤来粤好吃_,13,6,0.0,19.0
12284,"#阳光信用[超话]#

①☀️极好 750，🉑蹭  ，🈲快🧱
②与极好的人hu动或🧱👍🏻🍎能加快涨ygxy
③🧱👍🏻🍎互动满十五字更容易涨哦

请好好珍惜，那些对你好的人，也要理解那些对你冷漠的人，因为没有谁必须有义务对你好，所以，请无论对谁，都要坦荡真诚，但没必要对谁都掏心掏肺，我们要学会看对象。如果能做到坦诚对人，才能无愧于心。 ​​​
#比亚迪为劝架车主奖励20万#",广州市,2024-02-25,爱子长发飘飘,1,18,0.0,19.0
